Member_number,Date,itemDescription
3831,14-10-2015,Ruchi- Vadu Mango
4744,28-10-2015,Chik - Long & Healthy Shampoo
4919,12-03-2015,Chik - Hairfall Prevent Shampoo
4876,21-02-2015,Chik - Thick & Glossy Shampoo
1296,20-08-2015,Chik - Anti Dandruff Shamphoo
4845,28-08-2015,Chik - Thick & Glossy Shampoo
4606,13-03-2015,Indica Easy Hair Colour
1438,26-02-2015,Indica Herbal Hair Colour
2777,24-05-2015,Indica Crème 
4220,10-08-2015,Indica Easy - Brown
1943,07-01-2015,Indica Herbal Hair Colour
3535,01-09-2015,Spinz Deo - Pristine Green
2194,09-01-2015,Spinz Deo - Blue Bounce
2326,29-11-2015,Spinz Deo - Y+B43:B61ellow Blossom
4189,07-04-2015,Spinz Deo - Mystic White
1023,06-01-2015,Spinz Deo - Enchante
3886,01-04-2015,Spinz BB Cream
1443,09-10-2015,Spinz Talc - Exotic
1395,26-06-2015,Spinz BB Talc
1291,14-01-2015,Indica Crème 
1374,10-03-2015,Ruchi- Vadu Mango
4015,20-02-2015,Nyle Damage Repair
3009,18-02-2015,Nyle Anti- Dandruff
2961,16-11-2015,Nyle Dryness Hydration
3260,08-07-2015,Nyle Volume Enhance
1793,19-05-2015,Nyle Pollution Sheild
2985,05-01-2015,Nyle Damage Repair
1205,14-03-2015,Spinz BB Cream
1116,08-10-2015,Spinz Talc - Exotic
1633,09-08-2015,Indica Easy - Brown
3600,30-07-2015,Chik - Thick & Glossy Shampoo
4740,10-07-2015,Maa Mango
2677,23-12-2015,Maa Apple
1540,14-08-2015,Maa - Mango
4323,26-03-2015,Maa Lemon
4320,18-04-2015,Maa Orange 
1363,16-06-2015,Maa Mango
1761,09-08-2015,Fremon
1733,23-06-2015,Joozy Cola
1994,05-10-2015,Runge
4300,04-04-2015,Chillout
4298,25-07-2015,Ruchi- Maharastra Mango Pickle
1097,01-11-2015,Bhima- Cut Mango
3766,07-05-2015,Cavin’s Mango Lassi
2348,28-02-2015,Cavin's Lassi
4588,08-11-2015,Chik - Anti Dandruff Shamphoo
3784,14-06-2015,Cavin's Buttermilk
2787,05-03-2015,Bhima- Cut Mango
2056,24-11-2015,Roasted Nylon Chivda
3986,25-07-2015,Moong Dal
3861,07-07-2015,Cavin's Buttermilk
1094,07-01-2015,Spinz Deo - Yellow Blossom
4743,24-01-2015,Bhima- Cut Mango
3543,02-06-2015,Bhima- Cut Mango
4914,14-03-2015,Manglori Mixture
2004,21-08-2015,Garden French Fries
4171,03-06-2015,Garden Instant bhel mix
3041,15-09-2015,Cavin's Kaju Butterscotch Milkshake
1324,10-07-2015,Bhima- Cut Mango
1524,06-08-2015,Bhima- Mixed Veg
4260,30-05-2015,Cavin's Lassi
1494,29-09-2015,Cavin's Stawberry Lassi
2521,03-03-2015,Cavin's Vanilla Milshake
2225,28-04-2015,Cavin's Buttermilk
3486,23-12-2015,Cavin's Lassi
1422,28-02-2015,Cavin's Chocolate Milkshake 
3082,20-02-2015,Cavin's Stawberry Lassi
1114,12-03-2015,Cavin's Kaju Butterscotch Milkshake
4773,31-10-2015,Bhima- Cut Mango
1939,30-10-2015,Bhima- Mixed Veg
2723,03-11-2015,Bhima- Lime
1361,08-09-2015,Bhima- Mango Thokku
2294,10-05-2015,Cocoma
3915,05-03-2015,Spinz Deo - Enchante
3579,30-12-2015,Spinz BB Cream
2051,20-04-2015,Spinz Talc - Exotic
2113,07-09-2015,Spinz BB Talc
1909,31-08-2015,Indica Crème 
2328,22-02-2015,Ruchi- Vadu Mango
2948,19-06-2015,Nyle Damage Repair
3504,20-05-2015,Nyle Anti- Dandruff
3069,09-04-2015,Nyle Dryness Hydration
2142,19-05-2015,Cavin's Chocolate Milkshake 
4411,17-04-2015,Cavin's Stawberry Lassi
1993,08-07-2015,Cavin's Kaju Butterscotch Milkshake
4579,09-01-2015,Bhima- Cut Mango
1177,14-10-2015,Bhima- Mixed Veg
2499,24-04-2015,Bhima- Lime
4427,14-01-2015,Bhima- Mango Thokku
2883,12-10-2015,Bhima- Red Chilli
1242,04-12-2015,Roasted Nylon Chivda
3409,11-12-2015,Khatta Meetha
1307,22-06-2015,Moong Dal
3507,10-11-2015,Manglori Mixture
2606,26-01-2015,Bhima- Mixed Veg
3048,06-06-2015,Bhima- Lime
2007,23-11-2015,Bhima- Mango Thokku
3072,26-01-2015,Bhima- Red Chilli
3354,14-01-2015,Roasted Nylon Chivda
3656,11-03-2015,Khatta Meetha
4417,18-05-2015,Moong Dal
3296,06-06-2015,Manglori Mixture
1323,30-04-2015,Garden French Fries
1754,17-09-2015,Garden Instant bhel mix
3872,03-11-2015,Garden Bombay Puri
3691,05-02-2015,Garden Potato Chip
1218,29-12-2015,Ruchi- Maharastra Mango Pickle
1381,23-03-2015,Ruchi- Maharastra lime Pickle
4550,02-03-2015,Ruchi - Andhra Tomato
1377,06-02-2015,Ruchi- Brinjal
4388,19-02-2015,Ruchi- Red Chilli
2157,14-07-2015,Ruchi- Tomato Garlic
3321,25-12-2015,Ruchi- Vadu Mango
3205,11-12-2015,Spinz Deo - Mystic White
4444,22-07-2015,Spinz Deo - Enchante
2348,01-11-2015,Spinz BB Cream
4275,18-08-2015,Spinz Talc - Exotic
3664,04-05-2015,Spinz BB Talc
1627,11-02-2015,Indica Crème 
1641,27-05-2015,Ruchi- Vadu Mango
1461,21-12-2015,Nyle Damage Repair
4266,17-06-2015,Nyle Anti- Dandruff
2754,02-05-2015,Nyle Dryness Hydration
3117,30-09-2015,Nyle Volume Enhance
1654,29-04-2015,Nyle Pollution Sheild
1154,17-05-2015,Nyle Damage Repair
1333,22-09-2015,Spinz BB Cream
2188,28-07-2015,Spinz Talc - Exotic
4679,16-05-2015,Indica Easy - Brown
2495,28-07-2015,Chik - Thick & Glossy Shampoo
4117,10-12-2015,Maa Mango
4035,12-01-2015,Maa Apple
1500,06-01-2015,Maa - Mango
4357,13-04-2015,Maa Lemon
1199,21-11-2015,Maa Orange 
4467,22-11-2015,Maa Mango
4220,21-11-2015,Fremon
4376,16-07-2015,Joozy Cola
4190,24-12-2015,Cavin’s Mango Lassi
4501,15-06-2015,Cavin's Stawberry Lassi
1454,22-10-2015,Cavin's Vanilla Milshake
3922,01-04-2015,Cavin's Buttermilk
3586,02-05-2015,Cavin's Lassi
2139,16-04-2015,Cavin's Chocolate Milkshake 
2475,10-11-2015,Cavin's Stawberry Lassi
3419,05-12-2015,Cavin's Kaju Butterscotch Milkshake
2518,03-07-2015,Bhima- Cut Mango
1690,03-03-2015,Bhima- Mixed Veg
1281,02-06-2015,Bhima- Lime
2176,04-02-2015,Bhima- Mango Thokku
2787,13-03-2015,Bhima- Red Chilli
3460,14-02-2015,Ruchi - Andhra Tomato
3224,19-01-2015,Ruchi- Brinjal
1540,26-11-2015,Ruchi- Red Chilli
3942,04-04-2015,Ruchi- Tomato Garlic
2939,03-08-2015,Ruchi- Vadu Mango
3807,26-10-2015,Ruchi- Vadu Mango
3380,16-05-2015,Nyle Damage Repair
1785,07-06-2015,Nyle Anti- Dandruff
2625,06-03-2015,Nyle Dryness Hydration
1828,24-03-2015,Nyle Volume Enhance
4225,08-05-2015,Nyle Pollution Sheild
1646,28-08-2015,Nyle Damage Repair
1412,16-11-2015,Spinz BB Cream
1892,24-04-2015,Spinz Talc - Exotic
2535,10-11-2015,Indica Easy - Brown
4107,15-11-2015,Chik - Thick & Glossy Shampoo
1452,29-03-2015,Maa Mango
4853,17-09-2015,Maa Apple
2196,23-08-2015,Maa - Mango
1026,28-05-2015,Maa Lemon
3879,03-12-2015,Maa Orange 
4967,23-09-2015,Maa Mango
3408,05-11-2015,Fremon
3732,26-01-2015,Joozy Cola
1040,26-11-2015,Runge
2612,31-05-2015,Chillout
1137,26-09-2015,Ruchi- Maharastra Mango Pickle
4223,15-06-2015,Bhima- Cut Mango
3832,17-07-2015,Cavin’s Mango Lassi
2179,16-04-2015,Cavin's Lassi
2604,12-02-2015,Cavin's Vanilla Milshake
2238,20-03-2015,Cavin's Buttermilk
2589,12-02-2015,Cavin's Lassi
2402,06-09-2015,Cavin's Chocolate Milkshake 
4130,06-11-2015,Cavin's Stawberry Lassi
4841,17-12-2015,Cavin's Kaju Butterscotch Milkshake
1734,08-06-2015,Bhima- Cut Mango
3748,27-03-2015,Bhima- Mixed Veg
1021,22-10-2015,Bhima- Lime
1104,04-01-2015,Bhima- Mango Thokku
2613,09-01-2015,Bhima- Red Chilli
4204,16-10-2015,Roasted Nylon Chivda
2022,22-07-2015,Khatta Meetha
2242,05-06-2015,Moong Dal
4352,20-07-2015,Manglori Mixture
1945,05-02-2015,Garden French Fries
1427,26-11-2015,Garden Instant bhel mix
3709,08-09-2015,Garden Bombay Puri
1349,13-04-2015,Garden Potato Chip
4691,08-01-2015,Ruchi- Maharastra Mango Pickle
1465,26-06-2015,Ruchi- Maharastra lime Pickle
2867,16-07-2015,Ruchi - Andhra Tomato
2381,17-05-2015,Ruchi- Brinjal
2471,13-08-2015,Ruchi- Red Chilli
3252,22-08-2015,Ruchi- Tomato Garlic
4077,18-03-2015,Ruchi- Vadu Mango
2359,21-04-2015,Chik - Long & Healthy Shampoo
4430,02-12-2015,Chik - Hairfall Prevent Shampoo
3456,10-09-2015,Chik - Thick & Glossy Shampoo
2563,03-06-2015,Chik - Anti Dandruff Shamphoo
2386,04-10-2015,Chik - Thick & Glossy Shampoo
4909,26-10-2015,Indica Easy Hair Colour
1014,03-10-2015,Indica Herbal Hair Colour
1389,18-02-2015,Indica Crème 
4800,24-12-2015,Indica Easy - Brown
1069,20-08-2015,Indica Herbal Hair Colour
1833,12-07-2015,Spinz Deo - Pristine Green
4028,08-07-2015,Spinz Deo - Blue Bounce
3919,09-02-2015,Spinz Deo - Y+B43:B61ellow Blossom
3086,02-01-2015,Spinz Deo - Mystic White
2708,17-02-2015,Spinz Deo - Enchante
3513,29-08-2015,Spinz BB Cream
3774,16-09-2015,Spinz Talc - Exotic
4827,27-01-2015,Spinz BB Talc
4213,23-08-2015,Indica Crème 
4536,24-02-2015,Ruchi- Vadu Mango
1489,23-06-2015,Nyle Damage Repair
2005,22-09-2015,Nyle Anti- Dandruff
2429,29-06-2015,Nyle Dryness Hydration
2721,10-08-2015,Nyle Volume Enhance
3909,09-02-2015,Nyle Pollution Sheild
4808,20-08-2015,Nyle Damage Repair
4024,16-10-2015,Spinz BB Cream
2855,03-02-2015,Spinz Talc - Exotic
4881,28-07-2015,Indica Easy - Brown
1214,10-01-2015,Chik - Thick & Glossy Shampoo
1608,10-11-2015,Maa Mango
1724,09-09-2015,Maa Apple
1911,02-06-2015,Maa - Mango
3881,02-04-2015,Maa Lemon
1780,27-08-2015,Maa Orange 
4675,14-09-2015,Maa Mango
3497,24-09-2015,Fremon
1000,15-03-2015,Joozy Cola
3955,28-08-2015,Runge
4232,19-12-2015,Chillout
3472,28-02-2015,Ruchi- Maharastra Mango Pickle
4217,05-02-2015,Bhima- Cut Mango
3778,01-10-2015,Cavin’s Mango Lassi
2666,06-04-2015,Cavin's Lassi
3518,18-05-2015,Chik - Anti Dandruff Shamphoo
4525,28-09-2015,Cavin's Buttermilk
2975,28-01-2015,Bhima- Cut Mango
1339,28-11-2015,Roasted Nylon Chivda
2001,28-01-2015,Moong Dal
2091,19-10-2015,Bhima- Red Chilli
2453,28-08-2015,Spinz Deo - Yellow Blossom
4681,28-02-2015,Bhima- Cut Mango
2618,14-09-2015,Bhima- Cut Mango
3389,26-01-2015,Manglori Mixture
3044,29-09-2015,Garden French Fries
3039,02-09-2015,Garden Instant bhel mix
4563,14-05-2015,Cavin's Kaju Butterscotch Milkshake
2683,11-08-2015,Bhima- Cut Mango
4063,12-11-2015,Bhima- Mixed Veg
3014,19-10-2015,Cavin's Lassi
4356,01-12-2015,Cavin's Stawberry Lassi
3050,06-05-2015,Cavin's Vanilla Milshake
3613,05-06-2015,Cavin's Buttermilk
3152,24-11-2015,Cavin's Lassi
4187,28-10-2015,Cavin's Chocolate Milkshake 
2001,03-03-2015,Cavin's Stawberry Lassi
1584,26-01-2015,Cavin's Kaju Butterscotch Milkshake
1475,28-03-2015,Bhima- Cut Mango
4942,06-08-2015,Bhima- Mixed Veg
2083,07-11-2015,Bhima- Lime
4685,27-08-2015,Bhima- Mango Thokku
2070,24-03-2015,Cocoma
2657,01-04-2015,Spinz Deo - Enchante
4012,04-04-2015,Spinz BB Cream
2698,24-01-2015,Spinz Talc - Exotic
2222,28-12-2015,Spinz BB Talc
2421,27-10-2015,Indica Crème 
2410,21-11-2015,Ruchi- Vadu Mango
2728,28-11-2015,Nyle Damage Repair
4810,17-03-2015,Nyle Anti- Dandruff
1391,01-08-2015,Nyle Dryness Hydration
2167,08-12-2015,Cavin's Chocolate Milkshake 
3048,20-08-2015,Cavin's Stawberry Lassi
3876,03-10-2015,Cavin's Kaju Butterscotch Milkshake
3937,19-11-2015,Bhima- Cut Mango
1167,16-02-2015,Bhima- Mixed Veg
4031,14-01-2015,Bhima- Lime
2946,24-05-2015,Bhima- Mango Thokku
2672,09-03-2015,Bhima- Red Chilli
3529,05-03-2015,Roasted Nylon Chivda
3986,18-11-2015,Khatta Meetha
3312,29-07-2015,Moong Dal
2392,15-12-2015,Manglori Mixture
1756,03-03-2015,Bhima- Mixed Veg
2875,01-11-2015,Bhima- Lime
3871,31-07-2015,Bhima- Mango Thokku
4512,21-12-2015,Bhima- Red Chilli
2426,26-08-2015,Spinz BB Cream
3728,04-10-2015,Spinz Talc - Exotic
1093,28-03-2015,Spinz BB Talc
3322,25-04-2015,Indica Crème 
1386,31-07-2015,Ruchi- Vadu Mango
3429,10-05-2015,Nyle Damage Repair
1932,07-09-2015,Nyle Anti- Dandruff
1865,03-12-2015,Nyle Dryness Hydration
4672,13-02-2015,Nyle Volume Enhance
4432,28-05-2015,Nyle Pollution Sheild
2129,11-08-2015,Nyle Damage Repair
1104,18-03-2015,Spinz BB Cream
3529,13-09-2015,Spinz Talc - Exotic
3271,27-12-2015,Indica Easy - Brown
1002,30-08-2015,Chik - Thick & Glossy Shampoo
2184,09-06-2015,Maa Mango
4648,08-10-2015,Maa Apple
3595,15-10-2015,Maa - Mango
2752,10-10-2015,Maa Lemon
4101,30-04-2015,Maa Orange 
1793,04-12-2015,Maa Mango
4224,04-10-2015,Fremon
2846,15-08-2015,Joozy Cola
1697,23-02-2015,Runge
3884,07-04-2015,Chillout
2669,24-09-2015,Ruchi- Maharastra Mango Pickle
4843,25-02-2015,Bhima- Cut Mango
1663,11-11-2015,Cavin’s Mango Lassi
4169,19-03-2015,Cavin's Lassi
2799,25-05-2015,Chik - Anti Dandruff Shamphoo
2178,20-12-2015,Cavin's Buttermilk
3312,24-12-2015,Bhima- Cut Mango
3609,11-07-2015,Roasted Nylon Chivda
1004,02-12-2015,Moong Dal
2401,15-01-2015,Bhima- Red Chilli
4165,10-02-2015,Spinz Deo - Yellow Blossom
2017,14-02-2015,Bhima- Cut Mango
2485,18-05-2015,Bhima- Cut Mango
2261,18-06-2015,Manglori Mixture
1437,15-08-2015,Garden French Fries
4065,11-05-2015,Garden Instant bhel mix
1904,18-04-2015,Cavin's Kaju Butterscotch Milkshake
4573,28-05-2015,Bhima- Cut Mango
4233,16-06-2015,Bhima- Mixed Veg
3928,26-09-2015,Cavin's Lassi
4916,25-01-2015,Cavin's Stawberry Lassi
2883,16-04-2015,Cavin's Vanilla Milshake
2938,25-06-2015,Cavin's Buttermilk
1063,23-01-2015,Cavin's Lassi
3365,28-06-2015,Cavin's Chocolate Milkshake 
2795,06-05-2015,Cavin's Stawberry Lassi
1336,04-04-2015,Cavin's Kaju Butterscotch Milkshake
2937,31-07-2015,Bhima- Cut Mango
3391,21-12-2015,Bhima- Mixed Veg
3719,04-06-2015,Bhima- Lime
3986,26-05-2015,Bhima- Mango Thokku
2757,15-02-2015,Cocoma
1783,07-07-2015,Spinz Deo - Enchante
4234,02-08-2015,Spinz BB Cream
3484,05-08-2015,Spinz Talc - Exotic
3337,10-01-2015,Spinz BB Talc
2472,17-01-2015,Indica Crème 
1355,25-02-2015,Ruchi- Vadu Mango
3072,08-06-2015,Nyle Damage Repair
1817,21-08-2015,Nyle Anti- Dandruff
2063,10-09-2015,Nyle Dryness Hydration
4216,28-04-2015,Cavin's Chocolate Milkshake 
2984,24-02-2015,Cavin's Stawberry Lassi
3365,25-10-2015,Cavin's Kaju Butterscotch Milkshake
2260,27-06-2015,Bhima- Cut Mango
4798,24-08-2015,Bhima- Mixed Veg
4952,22-10-2015,Bhima- Lime
4778,24-01-2015,Bhima- Mango Thokku
1517,01-03-2015,Bhima- Red Chilli
2433,31-07-2015,Roasted Nylon Chivda
3938,31-07-2015,Khatta Meetha
2569,30-06-2015,Moong Dal
2092,24-05-2015,Manglori Mixture
3174,09-02-2015,Bhima- Mixed Veg
4513,04-11-2015,Bhima- Lime
2467,04-02-2015,Bhima- Mango Thokku
3508,25-07-2015,Bhima- Red Chilli
1939,02-07-2015,Roasted Nylon Chivda
1636,04-05-2015,Khatta Meetha
2443,12-01-2015,Moong Dal
4911,07-01-2015,Manglori Mixture
3835,16-09-2015,Garden French Fries
2363,22-05-2015,Garden Instant bhel mix
2344,19-04-2015,Garden Bombay Puri
3911,15-02-2015,Garden Potato Chip
1450,08-07-2015,Ruchi- Maharastra Mango Pickle
3495,18-11-2015,Ruchi- Maharastra lime Pickle
1625,27-11-2015,Ruchi - Andhra Tomato
3265,09-12-2015,Ruchi- Brinjal
3247,01-11-2015,Ruchi- Red Chilli
1777,08-07-2015,Ruchi- Tomato Garlic
1862,05-09-2015,Ruchi- Vadu Mango
2942,01-02-2015,Spinz Deo - Mystic White
2932,22-01-2015,Spinz Deo - Enchante
4049,01-08-2015,Spinz BB Cream
1954,06-08-2015,Spinz Talc - Exotic
2321,16-06-2015,Spinz BB Talc
2930,23-03-2015,Indica Crème 
3214,27-03-2015,Ruchi- Vadu Mango
4877,20-06-2015,Nyle Damage Repair
1277,07-06-2015,Nyle Anti- Dandruff
2239,13-12-2015,Nyle Dryness Hydration
4929,26-03-2015,Nyle Volume Enhance
1390,02-03-2015,Nyle Pollution Sheild
1870,09-09-2015,Nyle Damage Repair
3405,03-04-2015,Spinz BB Cream
2338,08-12-2015,Spinz Talc - Exotic
2051,11-09-2015,Indica Easy - Brown
3504,06-07-2015,Chik - Thick & Glossy Shampoo
3405,13-04-2015,Maa Mango
2512,02-09-2015,Maa Apple
4038,06-11-2015,Maa - Mango
1759,26-09-2015,Maa Lemon
2813,01-10-2015,Maa Orange 
3055,18-08-2015,Maa Mango
1733,18-03-2015,Fremon
1913,18-08-2015,Joozy Cola
4864,27-03-2015,Cavin’s Mango Lassi
4812,27-05-2015,Cavin's Stawberry Lassi
3042,05-10-2015,Cavin's Vanilla Milshake
4988,04-10-2015,Cavin's Buttermilk
4486,21-07-2015,Cavin's Lassi
4069,03-05-2015,Cavin's Chocolate Milkshake 
4600,14-07-2015,Cavin's Stawberry Lassi
3588,05-05-2015,Cavin's Kaju Butterscotch Milkshake
4175,29-01-2015,Bhima- Cut Mango
2599,30-07-2015,Bhima- Mixed Veg
4671,15-07-2015,Bhima- Lime
2270,09-06-2015,Bhima- Mango Thokku
2494,05-05-2015,Bhima- Red Chilli
1406,28-12-2015,Ruchi - Andhra Tomato
3910,18-12-2015,Ruchi- Brinjal
3358,21-02-2015,Ruchi- Red Chilli
1943,14-01-2015,Ruchi- Tomato Garlic
1995,12-06-2015,Ruchi- Vadu Mango
4666,24-02-2015,Ruchi- Vadu Mango
1994,11-03-2015,Nyle Damage Repair
4892,09-01-2015,Nyle Anti- Dandruff
3531,29-08-2015,Nyle Dryness Hydration
1148,15-04-2015,Nyle Volume Enhance
1787,31-10-2015,Nyle Pollution Sheild
4215,31-05-2015,Nyle Damage Repair
2158,01-08-2015,Spinz BB Cream
2510,29-09-2015,Spinz Talc - Exotic
3180,19-10-2015,Indica Easy - Brown
3207,08-08-2015,Chik - Thick & Glossy Shampoo
1226,12-11-2015,Maa Mango
1682,25-06-2015,Maa Apple
1509,04-11-2015,Maa - Mango
2364,21-06-2015,Maa Lemon
4679,10-11-2015,Maa Orange 
4324,05-01-2015,Maa Mango
3497,14-06-2015,Fremon
1008,21-07-2015,Joozy Cola
4572,29-10-2015,Runge
4030,04-07-2015,Chillout
2422,12-08-2015,Ruchi- Maharastra Mango Pickle
2694,24-11-2015,Bhima- Cut Mango
3481,03-08-2015,Cavin’s Mango Lassi
3821,03-01-2015,Cavin's Lassi
3752,20-08-2015,Cavin's Vanilla Milshake
3262,08-12-2015,Cavin's Buttermilk
1370,28-06-2015,Cavin's Lassi
1090,31-08-2015,Cavin's Chocolate Milkshake 
3862,18-11-2015,Cavin's Stawberry Lassi
4495,08-04-2015,Cavin's Kaju Butterscotch Milkshake
2492,01-11-2015,Bhima- Cut Mango
4688,01-08-2015,Cavin’s Cold Coffee-Chilled Latte
3633,14-07-2015,Cavin’s Mango Lassi
3709,08-08-2015,Cavin's Stawberry Lassi
1220,09-02-2015,Cavin's Vanilla Milshake
4236,25-11-2015,Cavin's Buttermilk
3308,19-08-2015,Cavin's Lassi
1183,12-06-2015,Cavin's Chocolate Milkshake 
1999,24-08-2015,Cavin's Stawberry Lassi
4828,11-10-2015,Cavin's Kaju Butterscotch Milkshake
3608,12-10-2015,Bhima- Cut Mango
3983,09-09-2015,Bhima- Mixed Veg
3460,24-07-2015,Bhima- Lime
1703,21-02-2015,Bhima- Mango Thokku
3002,13-08-2015,Bhima- Red Chilli
4836,17-08-2015,Roasted Nylon Chivda
1561,05-06-2015,Khatta Meetha
4731,04-04-2015,Moong Dal
3812,13-11-2015,Manglori Mixture
2097,01-10-2015,Garden French Fries
4986,28-01-2015,Garden Instant bhel mix
4742,15-11-2015,Garden Bombay Puri
2502,15-04-2015,Garden Potato Chip
1135,10-07-2015,Ruchi- Maharastra Mango Pickle
2403,14-02-2015,Ruchi- Maharastra lime Pickle
4234,17-07-2015,Ruchi - Andhra Tomato
4068,11-12-2015,Ruchi- Brinjal
2311,30-06-2015,Ruchi- Red Chilli
1353,21-01-2015,Ruchi- Tomato Garlic
3251,05-07-2015,Ruchi- Vadu Mango
1748,08-03-2015,Chik - Long & Healthy Shampoo
1638,12-03-2015,Chik - Hairfall Prevent Shampoo
2170,10-02-2015,Chik - Thick & Glossy Shampoo
3903,06-02-2015,Chik - Anti Dandruff Shamphoo
1245,27-06-2015,Chik - Thick & Glossy Shampoo
3237,28-06-2015,Indica Easy Hair Colour
2843,12-10-2015,Indica Herbal Hair Colour
3095,13-10-2015,Indica Crème 
4076,22-05-2015,Indica Easy - Brown
1298,23-06-2015,Indica Herbal Hair Colour
4591,13-06-2015,Spinz Deo - Pristine Green
3592,28-10-2015,Spinz Deo - Blue Bounce
1305,23-05-2015,Spinz Deo - Yellow Blossom
4326,06-11-2015,Spinz Deo - Mystic White
3189,03-02-2015,Spinz Deo - Enchante
1991,10-02-2015,Spinz BB Cream
2091,02-08-2015,Spinz Talc - Exotic
3100,06-03-2015,Spinz BB Talc
4984,26-04-2015,Indica Crème 
4444,06-10-2015,Ruchi- Vadu Mango
4678,17-12-2015,Nyle Damage Repair
1670,22-11-2015,Nyle Anti- Dandruff
3214,14-01-2015,Nyle Dryness Hydration
2772,18-03-2015,Nyle Volume Enhance
4343,21-12-2015,Nyle Pollution Sheild
4351,21-08-2015,Nyle Damage Repair
1598,02-03-2015,Spinz BB Cream
4469,18-10-2015,Bhima- Mixed Veg
1788,05-12-2015,Bhima- Lime
3768,01-08-2015,Bhima- Mango Thokku
4661,01-03-2015,Bhima- Red Chilli
3801,17-08-2015,Roasted Nylon Chivda
4109,04-10-2015,Khatta Meetha
2485,24-03-2015,Bhima- Cut Mango
2365,11-06-2015,Cavin’s Cold Coffee-Chilled Latte
2602,08-02-2015,Cavin’s Mango Lassi
2391,05-12-2015,Cavin's Stawberry Lassi
3483,08-09-2015,Cavin's Vanilla Milshake
2512,31-01-2015,Cavin's Buttermilk
2652,01-08-2015,Cavin's Lassi
1777,03-12-2015,Cavin's Chocolate Milkshake 
4007,23-12-2015,Cavin's Stawberry Lassi
2653,17-04-2015,Cavin's Kaju Butterscotch Milkshake
2703,21-09-2015,Bhima- Cut Mango
4322,14-11-2015,Bhima- Mixed Veg
2270,04-02-2015,Bhima- Lime
2306,09-10-2015,Bhima- Mango Thokku
1539,27-09-2015,Bhima- Red Chilli
2517,12-12-2015,Roasted Nylon Chivda
3254,19-10-2015,Khatta Meetha
1711,21-03-2015,Moong Dal
2560,07-06-2015,Manglori Mixture
4891,06-10-2015,Garden French Fries
1622,12-02-2015,Garden Instant bhel mix
1028,02-06-2015,Garden Bombay Puri
1416,22-08-2015,Garden Potato Chip
1037,16-12-2015,Ruchi- Maharastra Mango Pickle
4293,23-04-2015,Ruchi- Maharastra lime Pickle
3054,09-04-2015,Bhima- Mixed Veg
4467,23-04-2015,Bhima- Lime
4811,02-11-2015,Bhima- Mango Thokku
4749,15-02-2015,Bhima- Red Chilli
1825,21-11-2015,Roasted Nylon Chivda
4685,19-07-2015,Khatta Meetha
3621,14-07-2015,Moong Dal
3219,04-08-2015,Manglori Mixture
1444,29-12-2015,Garden French Fries
1698,22-07-2015,Garden Instant bhel mix
3328,15-04-2015,Garden Bombay Puri
3704,30-04-2015,Garden Potato Chip
4124,09-09-2015,Ruchi- Maharastra Mango Pickle
4357,10-10-2015,Ruchi- Maharastra lime Pickle
2073,30-04-2015,Ruchi - Andhra Tomato
4192,12-09-2015,Ruchi- Brinjal
3890,26-10-2015,Ruchi- Red Chilli
3147,24-12-2015,Ruchi- Tomato Garlic
4550,30-01-2015,Ruchi- Vadu Mango
3183,07-08-2015,Chik - Long & Healthy Shampoo
1878,17-10-2015,Chik - Hairfall Prevent Shampoo
2523,12-02-2015,Chik - Thick & Glossy Shampoo
2227,20-06-2015,Chik - Anti Dandruff Shamphoo
2267,26-02-2015,Chik - Thick & Glossy Shampoo
4806,27-10-2015,Indica Easy Hair Colour
2422,11-11-2015,Indica Herbal Hair Colour
1164,30-03-2015,Indica Crème 
3096,23-06-2015,Indica Easy - Brown
1821,21-05-2015,Indica Herbal Hair Colour
2298,06-10-2015,Spinz Deo - Pristine Green
4515,10-05-2015,Spinz Deo - Blue Bounce
3079,10-03-2015,Spinz Deo - Y+B43:B61ellow Blossom
3352,13-06-2015,Spinz Deo - Mystic White
1545,17-10-2015,Spinz Deo - Enchante
2999,03-08-2015,Spinz BB Cream
1230,19-11-2015,Spinz Talc - Exotic
2578,25-01-2015,Spinz BB Talc
4611,27-08-2015,Indica Crème 
3575,24-01-2015,Ruchi- Vadu Mango
2517,29-09-2015,Nyle Damage Repair
2471,19-03-2015,Nyle Anti- Dandruff
2560,19-06-2015,Nyle Dryness Hydration
4492,14-06-2015,Nyle Volume Enhance
1217,18-02-2015,Nyle Pollution Sheild
